# Integration time (s): 0.1
# X	Y	Counts
8.0	-21.0	1917.0
9.0	-21.0	1875.0
10.0	-21.0	1960.0
11.0	-21.0	1916.0
12.0	-21.0	1938.0
13.0	-21.0	1853.0
14.0	-21.0	1765.0
15.0	-21.0	1881.0
16.0	-21.0	1769.0
17.0	-21.0	1732.0
18.0	-21.0	1788.0
19.0	-21.0	1825.0
20.0	-21.0	1808.0
21.0	-21.0	1769.0
22.0	-21.0	1813.0
23.0	-21.0	1817.0
24.0	-21.0	1803.0
25.0	-21.0	1676.0
26.0	-21.0	1810.0
27.0	-21.0	1798.0
28.0	-21.0	1747.0
29.0	-21.0	1675.0
30.0	-21.0	1657.0
31.0	-21.0	1727.0
32.0	-21.0	1755.0
33.0	-21.0	1699.0
34.0	-21.0	1702.0
35.0	-21.0	1672.0
36.0	-21.0	1609.0
37.0	-21.0	1569.0
38.0	-21.0	1558.0
39.0	-21.0	1436.0
40.0	-21.0	1400.0
41.0	-21.0	1407.0
42.0	-21.0	1430.0
43.0	-21.0	1491.0
44.0	-21.0	1553.0
45.0	-21.0	1478.0
46.0	-21.0	1465.0
47.0	-21.0	1351.0
48.0	-21.0	1494.0
49.0	-21.0	1511.0
50.0	-21.0	1470.0
51.0	-21.0	1528.0
52.0	-21.0	1523.0
53.0	-21.0	1490.0
54.0	-21.0	1380.0
55.0	-21.0	1504.0
56.0	-21.0	1472.0
57.0	-21.0	1439.0
58.0	-21.0	1485.0
59.0	-21.0	1454.0
60.0	-21.0	1467.0
61.0	-21.0	1491.0
62.0	-21.0	1495.0
63.0	-21.0	1396.0
64.0	-21.0	1519.0
65.0	-21.0	1442.0
66.0	-21.0	1453.0
67.0	-21.0	1552.0
68.0	-21.0	1380.0
68.0	-20.0	1385.0
67.0	-20.0	1359.0
66.0	-20.0	1389.0
65.0	-20.0	1416.0
64.0	-20.0	1414.0
63.0	-20.0	1438.0
62.0	-20.0	1470.0
61.0	-20.0	1520.0
60.0	-20.0	1530.0
59.0	-20.0	1536.0
58.0	-20.0	1581.0
57.0	-20.0	1638.0
56.0	-20.0	1631.0
55.0	-20.0	1647.0
54.0	-20.0	1745.0
53.0	-20.0	1877.0
52.0	-20.0	1838.0
51.0	-20.0	1886.0
50.0	-20.0	1929.0
49.0	-20.0	1782.0
48.0	-20.0	1478.0
47.0	-20.0	1533.0
46.0	-20.0	1454.0
45.0	-20.0	1503.0
44.0	-20.0	1484.0
43.0	-20.0	1598.0
42.0	-20.0	1468.0
41.0	-20.0	1525.0
40.0	-20.0	1442.0
39.0	-20.0	1503.0
38.0	-20.0	1594.0
37.0	-20.0	1621.0
36.0	-20.0	1679.0
35.0	-20.0	1751.0
34.0	-20.0	1804.0
33.0	-20.0	1660.0
32.0	-20.0	1715.0
31.0	-20.0	1749.0
30.0	-20.0	1674.0
29.0	-20.0	1707.0
28.0	-20.0	1747.0
27.0	-20.0	1761.0
26.0	-20.0	1728.0
25.0	-20.0	1693.0
24.0	-20.0	1769.0
23.0	-20.0	1755.0
22.0	-20.0	1911.0
21.0	-20.0	1861.0
20.0	-20.0	1874.0
19.0	-20.0	1894.0
18.0	-20.0	1929.0
17.0	-20.0	1896.0
16.0	-20.0	1921.0
15.0	-20.0	1979.0
14.0	-20.0	1995.0
