# Integration time (s): 0.1
# X	Y	Counts
-15.0	-15.0	570.0
-14.5	-15.0	537.0
-14.0	-15.0	559.0
-13.5	-15.0	556.0
-13.0	-15.0	545.0
-12.5	-15.0	565.0
-12.0	-15.0	564.0
-11.5	-15.0	570.0
-11.0	-15.0	557.0
-10.5	-15.0	572.0
-10.0	-15.0	538.0
-9.5	-15.0	536.0
-9.0	-15.0	561.0
-8.5	-15.0	545.0
-8.0	-15.0	538.0
-7.5	-15.0	512.0
-7.0	-15.0	521.0
-6.5	-15.0	505.0
-6.0	-15.0	529.0
-5.5	-15.0	515.0
-5.0	-15.0	534.0
-4.5	-15.0	556.0
-4.0	-15.0	552.0
-3.5	-15.0	531.0
-3.0	-15.0	507.0
-2.5	-15.0	505.0
-2.0	-15.0	523.0
-1.5	-15.0	561.0
-1.0	-15.0	548.0
-0.5	-15.0	528.0
0.0	-15.0	543.0
0.5	-15.0	530.0
1.0	-15.0	523.0
1.5	-15.0	517.0
2.0	-15.0	525.0
2.5	-15.0	498.0
3.0	-15.0	531.0
3.5	-15.0	531.0
4.0	-15.0	517.0
4.5	-15.0	542.0
5.0	-15.0	527.0
5.5	-15.0	517.0
6.0	-15.0	492.0
6.5	-15.0	478.0
7.0	-15.0	586.0
7.5	-15.0	563.0
8.0	-15.0	583.0
8.5	-15.0	612.0
9.0	-15.0	540.0
9.5	-15.0	602.0
10.0	-15.0	602.0
10.5	-15.0	594.0
11.0	-15.0	570.0
11.5	-15.0	612.0
12.0	-15.0	571.0
12.5	-15.0	582.0
13.0	-15.0	552.0
13.5	-15.0	544.0
14.0	-15.0	566.0
14.5	-15.0	543.0
15.0	-15.0	548.0
15.0	-14.5	514.0
14.5	-14.5	484.0
14.0	-14.5	521.0
13.5	-14.5	506.0
13.0	-14.5	541.0
12.5	-14.5	517.0
12.0	-14.5	533.0
11.5	-14.5	540.0
11.0	-14.5	537.0
10.5	-14.5	540.0
10.0	-14.5	553.0
9.5	-14.5	531.0
9.0	-14.5	527.0
8.5	-14.5	551.0
8.0	-14.5	544.0
7.5	-14.5	567.0
7.0	-14.5	518.0
6.5	-14.5	533.0
6.0	-14.5	565.0
5.5	-14.5	558.0
5.0	-14.5	555.0
4.5	-14.5	542.0
4.0	-14.5	559.0
3.5	-14.5	506.0
3.0	-14.5	508.0
2.5	-14.5	502.0
2.0	-14.5	528.0
1.5	-14.5	542.0
1.0	-14.5	520.0
0.5	-14.5	510.0
0.0	-14.5	517.0
-0.5	-14.5	490.0
-1.0	-14.5	456.0
-1.5	-14.5	512.0
-2.0	-14.5	529.0
-2.5	-14.5	495.0
-3.0	-14.5	523.0
-3.5	-14.5	469.0
-4.0	-14.5	487.0
-4.5	-14.5	496.0
-5.0	-14.5	486.0
-5.5	-14.5	510.0
-6.0	-14.5	485.0
-6.5	-14.5	536.0
-7.0	-14.5	548.0
-7.5	-14.5	492.0
-8.0	-14.5	557.0
-8.5	-14.5	530.0
-9.0	-14.5	515.0
-9.5	-14.5	541.0
-10.0	-14.5	504.0
-10.5	-14.5	525.0
-11.0	-14.5	579.0
-11.5	-14.5	554.0
-12.0	-14.5	487.0
-12.5	-14.5	494.0
-13.0	-14.5	442.0
