499,99594	352
500,31149	339
500,62708	340
500,94263	331
501,25821	337
501,57376	342
501,88934	339
502,2049	334
502,52048	343
502,83606	336
503,15164	360
503,46722	337
503,78278	350
504,09836	347
504,41397	356
504,72955	344
505,04514	353
505,36072	368
505,6763	344
505,99191	331
506,3075	342
506,62311	345
506,93869	347
507,2543	371
507,56989	357
507,8855	370
508,20111	359
508,51672	361
508,83234	339
509,14792	351
509,46353	367
509,77914	366
510,09479	371
510,4104	344
510,72601	378
511,04163	362
511,35727	365
511,67288	358
511,98849	374
512,30414	343
512,61975	363
512,93542	359
513,25104	376
513,56665	350
513,88232	362
514,19794	366
514,51361	369
514,82922	377
515,1449	374
515,46051	361
515,77618	363
516,0918	376
516,40747	380
516,72314	393
517,03876	403
517,35443	394
517,6701	395
517,98572	390
518,30139	377
518,61707	378
518,93274	384
519,24841	387
519,56409	384
519,87976	396
520,19543	382
520,51111	387
520,82678	404
521,14246	370
521,45813	408
521,7738	388
522,08948	375
522,40515	393
522,72083	392
523,0365	392
523,35223	395
523,66791	405
523,98358	387
524,29926	387
524,61499	409
524,93066	401
525,2464	363
525,56207	400
525,87775	393
526,19348	390
526,50916	390
526,82489	380
527,14063	374
527,4563	400
527,77203	395
528,08771	393
528,40344	377
528,71918	403
529,03485	373
529,35059	411
529,66632	406
529,98206	384
530,29779	388
530,61346	412
530,9292	385
531,24493	390
531,56067	406
531,8764	399
532,19214	400
532,50787	409
532,82361	398
533,13934	388
533,45508	378
533,77081	392
534,08655	411
534,40234	398
534,71808	406
535,03381	394
535,34955	404
535,66534	369
535,98108	401
536,29681	391
536,61255	409
536,92834	400
537,24408	389
537,55988	400
537,87561	377
538,19141	410
538,50714	381
538,82294	396
539,13867	409
539,45447	404
539,7702	425
540,086	405
540,40179	405
540,71753	393
541,03333	425
541,34912	396
541,66486	392
541,98065	410
542,29645	403
542,61224	420
542,92804	410
543,24384	388
543,55957	385
543,87537	390
544,19116	404
544,50696	394
544,82275	397
545,13855	378
545,45435	387
545,77014	399
546,08594	388
546,40179	398
546,71759	399
547,03339	398
547,34918	391
547,66498	397
547,98083	388
548,29663	407
548,61243	388
548,92822	399
549,24408	419
549,55988	385
549,87573	392
550,19153	397
550,50732	397
550,82318	379
551,13898	387
551,45483	425
551,77063	405
552,08649	399
552,40228	395
552,71814	376
553,034	401
553,34979	400
553,66565	402
553,98151	392
554,2973	413
554,61316	394
554,92902	420
555,24487	393
555,56073	400
555,87653	407
556,19238	409
556,50824	400
556,8241	401
557,13995	405
557,45581	407
557,77167	419
558,08752	410
558,40338	424
558,71924	389
559,0351	400
559,35095	398
559,66681	415
559,98267	401
560,29858	393
560,61444	410
560,9303	413
561,24615	381
561,56201	405
561,87793	420
562,19379	375
562,50964	393
562,82556	403
563,14142	413
563,45728	402
563,77319	370
564,08905	413
